T,"Route Desc","Part Number",Procurement,"Serial Number","Customer Ref",Ordered,"To Ship","Customer PN","Unit Price",Exchange,Cost,"SO Number",Company,Code,Site,Date,Ship,Category,CD,"SO Open","Currency Value","Total Price","Total Cur Price"
S,"Part Sale",601R21145JP-1,BUY,,,5,5,601R21145JP-1,125,1,52.4,9078,"Skywest Airlines",SKYW,_,10/14/2009,,_,NE,X,125,625,625
S,"Part Sale",95D94-1FA,BUY,,,1,1,95D94-1FA,250,1,188.75,9079,"Accessory Technologies Corporation",ATC,_,10/14/2009,,_,NE,X,250,250,250
S,"Part Sale",95D94-2FA,BUY,,,1,1,95D94-2FA,250,1,188.75,9079,"Accessory Technologies Corporation",ATC,_,10/14/2009,,_,NE,X,250,250,250
S,"Part Sale",3175956JP-3,BUY,,,5,5,3175956JP-3,1749,1,241.68,9062,"Japan Airlines Int. Co., Ltd.",JAICL1,_,10/14/2009,,_,NE,X,1749,8745,8745
S,"Part Sale",569743JP,BUY,,,1,1,569743JP,334,1,96.65,9080,"Delta Air Lines, Inc.",DALI1,_,10/14/2009,,_,NE,X,334,334,334
S,"Part Sale",P00359,BUY,,,13,13,P00359,26,1,20,9081,"Delta Air Lines, Inc.",DALI1,_,10/14/2009,,_,NE,X,26,338,338
S,"Part Sale",88373A,BUY,,,3,3,88373A,550,1,399,9082,"Pinnacle Airlines",PINA,_,10/14/2009,,_,NE,X,550,1650,1650
S,"Part Sale",3235901JP-4,BUY,,,5,5,3235901JP-4,3495,1,666.25,9083,"Southern Aeroparts - Ametek",SA1,_,10/14/2009,,_,NE,X,3495,17475,17475
S,"Part Sale",228-50915-103JP,BUY,,,30,30,228-50915-103JP,20.8,1,6.96,9084,Comair,COMAIR,_,10/14/2009,,_,NE,X,20.8,624,624
S,"Part Sale",2793916JP-101,BUY,,,1,1,2793916JP-101,585,1,39.16,9085,"Aveos Fleet Performance Inc.",ACTS1,_,10/14/2009,,_,NE,X,585,585,585
S,"Part Sale",3177934JP-1,BUY,,,8,8,3177934JP-1,355,1,77.25,9089,"Avborne Accessory Group, Inc.",AAGI1,_,10/14/2009,,_,NE,X,355,2840,2840
S,"Part Sale",88373A,BUY,,,2,2,88373A,795,1,399,9090,"Mesa Airlines",MA3,_,10/14/2009,,_,NE,X,795,1590,1590
S,"Part Sale",3234178JP-2,BUY,,,2,2,3234178JP-2,225,1,33,9086,"Aerotron Airpower",AA2,_,10/14/2009,,_,NE,X,225,450,450
S,"Part Sale",3234178JP-2,BUY,,,2,2,3234178JP-2,225,1,33,9087,"Aerotron Airpower",AA2,_,10/14/2009,,_,NE,X,225,450,450
S,"Part Sale",3171680JP-1,BUY,,,25,25,3171680JP-1,194,1,35.25,9074,"Lufthansa Technik",LT1,_,10/14/2009,,_,NE,X,194,4850,4850
